UCL_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
UCL221016,0,0,0,0,0,0,0,0,88,15,4,0,102,0,0,0,102,7,0,108,107,7,6,0,117,0,0,0,118,9,0,123,3,0,4,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,199,26,10,0,238,0,0,0,232,9,0,247,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,201,26,10,0,236,0,0,0,239,9,0,245,27,0,0,0,27,0,0,0,27,0,0,30,0,0,0,0,0,0,0,0,0,0,4,8,229,26,10,0,267,0,0,0,271,10,4,285
UCL221017,4,0,0,0,4,0,0,4,21,4,0,0,30,0,0,0,27,0,0,27,45,6,0,0,53,0,0,0,53,4,0,59,9,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,70,18,0,3,86,0,0,0,91,4,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,18,0,3,86,0,0,4,96,4,0,100,31,7,0,0,42,0,7,7,50,14,0,59,0,0,0,0,0,0,0,0,0,0,0,0,104,20,0,3,133,0,3,7,138,17,0,156
UCL221018,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,5,5,0,0,5,53,6,0,0,61,0,0,0,61,5,0,67,3,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,65,11,0,0,70,5,0,5,75,5,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,11,0,0,70,5,0,5,75,5,0,73,12,0,0,0,7,4,0,4,9,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,73,11,0,0,82,5,0,5,89,5,0,92
UCL221019,0,0,0,0,0,0,0,0,7,3,0,0,5,0,0,0,5,3,0,15,16,4,0,4,21,0,0,0,21,7,0,29,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,27,6,0,4,40,0,0,0,40,10,0,45,6,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,29,13,0,4,44,0,0,0,44,10,0,51,13,15,0,0,29,0,0,0,29,9,0,35,0,0,0,0,0,0,0,0,0,0,0,0,42,22,0,4,72,0,0,0,72,18,0,83
UCL221020,0,0,0,0,0,0,0,0,14,0,0,0,15,0,0,0,15,0,0,15,15,0,0,0,22,0,0,0,22,9,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,0,0,33,0,0,0,33,9,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,0,0,33,0,0,0,33,9,0,39,19,7,0,0,17,0,0,0,17,8,0,30,0,0,0,0,0,0,0,0,0,0,4,4,48,10,0,0,55,0,0,0,55,9,4,69
UCL221021,0,0,0,0,0,0,0,0,13,9,0,0,25,0,0,0,25,8,0,30,24,6,0,0,33,0,0,0,33,3,0,33,5,0,3,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,3,4,44,12,6,0,59,0,0,0,59,8,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,44,12,6,0,59,0,0,0,59,12,3,75,14,0,6,0,22,0,0,0,22,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,59,17,10,0,85,0,0,0,85,15,3,104
UCL221022,0,0,0,0,0,0,0,0,26,4,0,0,31,0,0,0,31,0,0,31,32,7,0,0,38,0,0,0,38,0,0,41,0,0,3,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,58,11,3,0,76,0,0,0,76,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,11,3,0,76,0,0,0,76,0,0,76,6,6,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,67,10,3,0,86,0,0,0,86,0,0,88
UCL221023,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,4,0,0,8,0,0,0,8,0,0,6,5,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,17,0,0,0,17,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,16,0,0,0,16,3,0,19,6,9,0,0,15,0,0,0,15,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,21,14,0,0,37,0,0,0,37,7,0,42
UCL221024,0,0,0,0,0,0,0,0,18,0,0,0,23,0,0,0,23,0,0,23,31,9,0,4,40,0,0,0,41,0,0,41,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,48,9,0,5,70,4,0,8,76,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,9,0,5,70,4,0,8,76,0,0,76,11,0,0,0,11,5,0,5,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,58,9,0,5,75,7,0,8,87,0,0,87
UCL221025,0,0,0,0,0,0,0,0,12,3,0,0,18,0,0,0,18,0,0,18,21,5,0,0,31,0,0,0,31,0,0,31,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,16,0,0,48,0,0,0,48,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,16,0,0,48,0,0,0,48,0,0,48,13,0,3,0,17,3,0,3,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,49,16,3,0,65,3,0,3,66,0,0,66
UCL221026,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,9,0,0,6,5,0,0,0,10,0,0,0,7,0,0,12,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,25,0,0,0,30,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,7,0,4,0,0,4,0,0,0,4,0,0,7,26,4,0,0,33,0,0,0,30,3,0,39,5,0,0,0,5,4,0,4,9,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,36,4,0,3,41,13,0,56
UCL221027,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,25,3,0,0,32,0,0,0,32,0,0,32,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,32,3,0,0,38,0,0,0,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,40,0,0,0,40,0,0,41,30,0,0,5,30,0,0,0,30,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,63,3,0,0,72,0,0,0,72,5,0,76
UCL221028,8,0,0,0,8,0,0,8,9,0,0,0,16,0,0,0,16,0,0,16,31,6,0,0,42,0,0,0,42,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,10,0,0,51,0,0,0,51,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,10,0,0,58,0,0,0,58,0,0,58,10,0,0,0,10,0,0,0,10,5,0,13,0,0,0,0,0,0,0,0,0,0,4,4,55,10,0,0,64,0,0,0,64,5,4,67
UCL221029,3,0,0,0,3,0,0,3,26,6,0,0,28,0,0,0,28,0,0,28,70,0,0,0,78,0,0,0,80,3,0,77,9,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,107,6,0,9,116,0,0,0,120,3,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,6,0,9,116,0,0,0,124,3,0,125,28,5,0,0,37,0,0,0,37,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,135,6,0,9,149,0,0,0,151,3,0,155
UCL221030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,6,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,5,0,8,4,0,0,0,4,0,0,0,8,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,4,0,4,14,6,0,17
UCL221031,0,0,0,0,0,0,0,0,25,5,0,0,27,0,0,0,27,0,0,33,40,14,0,0,51,0,0,0,56,8,0,57,10,0,5,0,13,0,0,0,13,0,0,13,0,0,0,5,5,0,0,0,5,0,0,5,70,19,5,5,97,0,0,0,99,3,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,19,5,5,97,0,0,0,99,3,0,103,30,0,0,0,31,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,101,18,5,5,123,0,0,0,125,3,0,133
UCL221032,0,0,0,0,0,0,0,0,16,3,0,0,23,0,0,0,23,6,0,23,27,7,0,4,36,0,0,0,36,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,13,0,4,57,0,0,0,57,4,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,13,0,4,60,0,0,0,60,4,0,65,7,0,0,0,9,0,0,0,9,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,55,13,0,5,71,0,0,0,71,12,0,78
UCL221033,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,4,0,8,6,3,0,0,11,0,0,0,11,6,0,13,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,25,0,0,0,25,8,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,25,0,0,0,25,8,0,29,0,0,0,0,0,0,0,6,6,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,0,22,0,0,6,29,8,0,39
UCL221034,10,0,0,0,10,0,0,10,58,8,5,0,62,0,0,0,62,3,0,72,90,19,0,0,105,0,0,0,105,0,0,110,12,0,5,0,15,0,0,0,15,0,0,14,11,0,0,0,11,0,0,0,11,0,0,11,161,27,5,0,194,0,0,0,194,14,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,27,5,0,194,0,0,0,194,14,0,204,47,0,4,0,58,0,0,0,58,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,213,28,7,4,248,0,0,0,248,13,0,268
UCL221035,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,9,0,0,9,37,5,0,0,41,0,0,0,41,0,0,41,0,3,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,45,10,0,0,54,0,0,0,54,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,4,0,0,0,4,0,0,4,5,5,0,0,4,0,0,0,4,0,0,4,48,10,0,0,59,0,0,0,59,0,0,59,18,0,0,0,15,0,0,0,15,10,0,26,0,0,0,0,0,0,0,0,0,0,0,0,60,12,0,0,77,0,0,0,77,10,0,82
UCL221036,4,0,0,0,4,0,0,4,43,7,0,0,48,0,0,0,48,0,0,52,64,8,0,0,73,0,0,0,73,0,0,73,25,3,0,0,23,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,128,22,0,0,148,0,0,0,148,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,22,0,0,148,0,0,0,148,0,0,151,20,0,0,0,20,0,0,0,20,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,145,22,0,0,172,0,0,0,172,4,0,174
UCL221037,0,0,0,0,0,0,0,0,10,0,0,0,14,0,0,0,14,8,0,18,30,0,0,0,30,0,0,0,30,0,0,30,8,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,61,0,0,0,61,8,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,61,0,0,0,61,8,0,63,10,0,0,0,16,0,0,0,16,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,59,0,8,0,72,0,0,0,72,5,0,80
UCL221038,0,0,0,0,0,0,0,0,35,4,0,0,42,0,0,0,42,0,0,41,73,5,0,0,77,0,0,0,77,0,0,74,10,0,3,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,121,10,8,0,131,0,0,0,131,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,10,8,0,134,0,0,0,134,0,0,139,26,3,0,3,38,0,0,0,38,0,0,41,4,0,0,0,4,0,0,0,4,0,0,4,151,11,9,3,176,0,0,0,180,5,0,176
UCL221039,0,0,0,0,0,0,0,0,29,6,0,0,30,0,0,0,30,0,0,30,47,0,0,0,46,0,0,0,46,0,0,48,12,3,8,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,82,9,8,0,98,0,0,0,98,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,9,8,0,98,0,0,0,98,0,0,96,6,0,0,0,7,0,0,0,7,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,88,9,8,0,103,0,0,0,103,7,0,115
UCL221040,0,0,0,0,0,0,0,0,21,7,0,0,28,0,0,0,28,0,0,28,29,0,0,0,32,4,0,4,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,53,12,0,0,65,4,0,4,70,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,12,0,0,65,4,0,4,70,0,0,69,7,3,0,0,15,0,0,0,15,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,59,19,0,0,80,4,0,4,83,0,0,83
UCL221041,0,0,0,0,0,0,0,0,5,11,0,0,17,0,0,0,17,0,0,17,56,6,0,0,58,0,0,0,58,0,0,61,6,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,72,16,0,0,91,0,0,0,91,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,7,0,0,0,7,0,0,7,6,7,0,0,9,0,0,0,9,0,0,9,75,24,0,0,96,0,0,0,96,0,0,101,43,7,0,0,47,0,0,0,47,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,115,29,0,0,145,0,0,0,145,0,0,147
UCL221042,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,10,35,0,0,0,38,0,0,0,37,0,0,37,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0,49,0,0,49,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,50,0,0,0,53,0,0,0,52,0,0,52,12,0,0,0,14,0,0,0,14,4,0,16,0,3,0,0,3,0,0,0,3,0,0,3,61,8,0,0,65,0,0,0,70,4,0,70
UCL221043,0,0,0,0,0,0,0,0,3,5,0,0,8,0,0,0,8,0,0,6,7,8,0,0,13,0,0,0,13,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,20,0,0,0,20,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,24,0,0,0,24,4,0,27,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,0,23,0,0,0,23,4,0,29
UCL221044,0,0,0,0,0,0,0,0,6,0,4,0,11,4,0,4,10,6,0,14,32,25,6,0,65,0,0,0,65,4,0,68,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,4,0,0,4,49,27,6,0,84,4,0,4,86,3,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,27,6,0,83,4,0,4,89,10,0,94,7,5,0,0,9,0,0,0,9,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,55,31,6,0,97,4,0,4,96,9,0,112
UCL221045,3,0,0,0,3,0,0,3,30,4,0,0,29,0,0,0,29,8,0,36,39,10,6,0,51,0,0,0,59,7,0,62,0,5,3,0,6,0,0,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,70,13,5,0,92,0,0,0,97,10,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,3,0,0,3,70,17,5,0,94,0,0,0,94,10,0,108,14,0,0,5,15,0,0,0,15,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,90,17,5,5,115,0,0,0,116,11,0,127
UCL221046,4,0,0,0,4,0,0,4,81,4,8,0,95,0,0,0,95,0,0,95,170,10,6,0,186,0,0,0,186,11,0,193,29,5,6,0,42,0,0,0,42,6,0,48,0,5,0,5,8,0,0,0,8,0,0,8,280,22,18,0,322,0,0,0,322,14,0,341,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,6,0,0,0,6,0,0,0,3,0,0,3,286,22,18,0,325,0,0,0,330,14,0,344,62,8,3,0,75,0,0,0,75,3,0,71,0,0,0,0,0,0,0,0,0,3,0,3,344,31,17,8,404,0,0,0,405,21,0,421
UCL221047,0,0,0,0,0,0,0,0,34,0,0,0,38,5,0,5,39,0,0,39,69,7,6,3,75,0,0,0,75,0,0,77,7,0,0,0,7,0,0,0,7,0,0,5,0,0,0,3,3,0,0,0,3,0,0,3,104,6,6,5,119,5,0,5,127,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,6,6,5,119,5,0,5,127,0,0,129,21,3,0,0,22,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,123,9,6,5,147,5,0,5,145,0,0,151
UCL221048,0,0,0,0,0,0,0,0,14,0,0,0,17,0,0,0,17,0,0,17,26,4,4,0,26,0,0,0,26,4,0,34,0,0,4,0,4,0,0,0,4,0,0,4,4,0,0,3,4,0,0,0,4,0,0,4,42,4,9,3,58,0,0,0,58,5,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,4,9,3,58,0,0,0,58,5,0,62,8,0,4,3,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,51,4,16,9,73,0,0,0,73,5,0,75
UCL221049,5,0,0,0,5,0,0,5,40,3,3,0,50,0,0,0,50,0,0,49,79,12,0,0,95,0,0,0,95,0,0,94,13,0,0,0,19,0,0,0,19,0,0,19,3,0,0,0,3,0,0,0,3,0,0,3,139,17,6,0,163,0,0,0,163,0,0,165,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,139,17,8,0,160,0,0,0,160,0,0,163,20,0,3,0,23,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,157,17,8,0,187,0,0,0,187,0,0,191
UCL221050,0,0,0,0,0,0,0,0,19,3,0,0,21,0,0,0,21,0,0,24,24,5,5,0,33,0,3,3,34,3,0,36,4,0,0,0,14,0,0,0,14,0,0,14,0,0,0,3,7,0,0,0,7,0,0,7,48,13,6,3,71,0,3,3,72,5,0,76,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50,13,6,3,72,0,3,3,72,6,0,82,12,0,0,0,14,6,0,6,17,9,0,32,0,0,0,0,0,0,0,0,0,0,0,0,62,15,6,3,88,6,3,7,90,16,0,108
UCL221051,0,0,0,0,0,0,0,0,9,4,0,0,12,0,0,0,12,4,0,22,44,3,0,0,46,0,0,0,46,4,0,49,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,4,4,0,0,0,4,0,0,4,57,3,0,4,69,0,0,0,69,5,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,0,4,69,0,0,0,69,5,0,76,18,0,0,3,24,0,0,0,25,6,0,26,0,0,0,0,0,0,0,0,0,0,0,0,78,3,0,5,88,0,0,0,87,16,0,104
