SAL_CODE_2021,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL22573,16,19,12,11,19,31,17,9,0,140
SAL22574,13,3,11,6,11,16,14,8,0,90
SAL22575,3,0,0,3,0,3,4,0,0,22
SAL22576,16,5,12,13,4,8,7,3,0,69
SAL22577,181,86,90,118,176,274,271,146,48,1382
SAL22578,27,15,15,21,26,37,26,6,3,181
SAL22579,21,26,12,11,33,25,11,11,3,162
SAL22580,42,20,16,24,19,15,11,3,3,153
SAL22581,24,9,3,10,8,16,12,5,0,87
SAL22582,10576,3813,8054,8336,2768,1502,888,320,52,36305
SAL22583,0,0,0,0,0,8,0,6,0,13
SAL22584,53,39,20,25,56,81,58,15,11,357
SAL22585,0,0,0,0,0,0,4,0,0,9
SAL22586,1019,625,1202,981,793,763,766,469,123,6733
SAL22587,88,35,44,41,45,82,74,38,4,449
SAL22588,0,0,0,0,0,0,6,0,0,8
SAL22589,10,3,3,3,3,3,4,3,0,30
SAL22590,0,3,0,0,0,0,4,0,0,7
SAL22591,3,6,0,3,8,4,4,8,0,33
SAL22592,0,0,0,0,3,3,3,4,0,21
SAL22593,16,13,13,5,19,12,10,0,3,85
SAL22594,579,452,423,356,496,517,374,187,64,3449
SAL22595,0,0,0,0,0,0,0,0,0,4
SAL22596,158,103,97,133,121,133,122,28,5,893
SAL22597,136,60,75,88,99,88,70,17,3,645
SAL22598,88,76,63,56,73,102,40,22,6,523
SAL22599,66,65,51,38,68,78,49,29,4,440
SAL22600,39,24,15,15,28,24,13,6,0,157
SAL22601,44,23,25,34,36,59,25,6,3,250
SAL22602,31,19,14,18,37,34,29,18,0,198
SAL22603,5,4,0,3,3,0,3,0,0,19
SAL22604,3,0,0,0,4,3,0,3,0,16
SAL22605,0,0,0,0,0,3,0,0,0,9
SAL22606,0,0,6,3,4,0,11,0,3,25
SAL22607,11,0,9,4,3,6,10,5,0,47
SAL22608,24,21,13,16,11,34,32,8,4,173
SAL22609,0,0,0,0,0,0,0,0,0,0
SAL22610,4,0,0,5,0,3,6,0,0,17
SAL22611,93,54,44,44,68,77,45,13,8,450
SAL22612,35,10,16,22,30,41,32,23,4,215
SAL22613,6,0,0,0,14,21,13,0,0,56
SAL22614,585,387,409,437,478,484,346,186,96,3417
SAL22615,24,16,7,12,25,14,13,7,3,120
SAL22616,15,8,6,15,17,20,20,4,0,107
SAL22617,93,48,27,49,57,64,43,27,0,415
SAL22618,3,0,0,6,9,5,3,10,0,40
SAL22619,3,0,0,3,13,3,0,4,0,29
SAL22620,1317,779,744,962,1044,971,721,222,56,6818
SAL22621,39,10,29,25,11,35,35,4,4,187
SAL22622,9,7,0,6,6,8,10,3,0,45
SAL22623,3,3,0,11,11,12,7,0,0,55
SAL22624,38,25,8,25,31,33,14,9,0,184
SAL22625,132,55,62,81,116,208,209,101,27,982
SAL22626,89,33,67,77,117,206,211,83,18,904
SAL22627,2265,1297,933,1756,1594,1124,969,800,257,10993
SAL22628,1762,1506,1103,1314,1579,1481,1653,1063,495,11954
SAL22629,5,5,3,8,0,5,7,0,3,44
SAL22630,3,5,0,0,3,6,13,4,0,50
SAL22631,0,6,0,0,0,0,0,0,0,16
SAL22632,11,8,3,9,4,12,11,6,0,65
SAL22633,1441,819,451,954,1093,819,693,589,170,7030
SAL22634,27,20,14,17,23,26,31,3,0,163
SAL22635,108,68,52,78,115,174,177,105,52,936
SAL22636,6,0,5,8,9,9,8,0,0,37
SAL22637,8,0,9,4,4,4,4,0,0,32
SAL22638,4,3,0,5,13,11,12,10,0,47
SAL22639,111,36,50,50,52,59,43,14,7,420
SAL22640,12,6,9,7,11,7,6,3,0,57
SAL22641,0,0,0,0,0,0,0,0,0,0
SAL22642,0,0,0,0,0,0,0,0,0,0
SAL22643,3,6,6,0,7,15,9,0,3,52
SAL22644,170,93,94,113,153,147,182,84,22,1061
SAL22645,4,7,11,11,11,19,18,6,0,88
SAL22646,11,8,9,4,5,9,0,3,3,44
SAL22647,3,8,9,3,5,9,13,9,0,67
SAL22648,13,7,7,5,0,3,7,3,0,43
SAL22649,7,0,7,3,0,8,3,0,0,37
SAL22650,123,80,44,73,102,104,94,37,8,677
SAL22651,8,0,0,5,5,15,5,0,0,35
SAL22652,0,0,0,0,0,0,0,0,0,0
SAL22653,17,4,7,13,19,30,23,15,3,130
SAL22654,0,0,0,0,0,3,0,0,0,5
SAL22655,4,0,0,0,0,6,0,4,0,13
SAL22656,41,25,25,20,31,37,34,9,3,227
SAL22657,17,20,8,9,21,13,6,0,3,94
SAL22658,0,0,0,0,0,0,0,0,0,0
SAL22659,3,0,0,0,4,4,4,0,0,11
SAL22660,0,3,0,0,0,0,0,0,0,12
SAL22661,3677,1786,2529,2305,1809,1528,939,359,78,15004
SAL22662,10,3,7,4,0,4,10,0,0,42
SAL22663,252,183,86,145,224,217,212,113,88,1515
SAL22664,3,0,5,0,9,5,5,3,3,28
SAL22665,25,20,24,17,42,59,43,20,5,262
SAL22666,23,8,16,21,23,24,21,4,9,157
SAL22667,29,22,13,15,22,28,37,12,3,171
SAL22668,9,12,6,15,23,41,66,17,4,191
SAL22669,395,313,239,248,311,333,247,87,24,2195
SAL22670,12,0,11,5,3,13,14,0,0,67
SAL22671,112,35,37,68,81,84,66,34,7,522
SAL22672,46,46,46,41,71,77,52,28,6,408
SAL22673,570,424,411,350,450,417,313,164,50,3132
SAL22674,6,6,7,4,10,7,0,0,0,41
SAL22675,12,9,12,3,14,25,11,0,0,96
SAL22676,309,195,140,183,235,224,133,47,13,1477
SAL22677,0,0,0,0,0,0,0,0,0,0
SAL22678,25,24,14,13,41,34,36,14,7,217
SAL22679,0,0,0,0,0,0,4,0,0,8
SAL22680,3312,2086,2233,2155,2283,2382,2307,1674,783,19214
SAL22681,92,62,34,53,85,76,87,46,10,550
SAL22682,0,4,0,0,4,0,0,0,0,11
SAL22683,56,41,24,18,43,18,21,10,0,237
SAL22684,25,10,7,17,20,12,20,8,0,124
SAL22685,2640,1515,1530,2092,1749,1719,1796,821,387,14237
SAL22686,3278,2533,2448,2762,2593,2725,2348,1319,758,20754
SAL22687,26,26,31,17,57,73,52,24,6,314
SAL22688,0,7,0,0,11,10,14,0,4,48
SAL22689,287,190,134,197,365,354,290,143,58,2020
SAL22690,7,7,9,9,3,17,19,6,0,72
SAL22691,11,13,4,3,12,3,3,3,0,53
SAL22692,3,5,0,7,0,3,4,0,0,31
SAL22693,26,6,23,22,18,21,33,5,0,146
SAL22694,8,0,0,0,3,0,0,0,0,13
SAL22695,93,60,74,75,89,91,54,18,3,565
SAL22696,8,5,0,11,0,4,7,4,0,42
SAL22697,370,219,252,201,261,357,356,235,108,2359
SAL22698,3638,2199,2685,2299,2376,2379,2263,1444,573,19856
SAL22699,62,28,23,31,23,58,37,11,0,280
SAL22700,3,0,7,3,6,3,4,6,0,33
SAL22701,11,9,4,13,6,14,5,5,4,68
SAL22702,951,886,337,544,995,842,636,284,57,5541
SAL22703,109,124,48,60,124,105,78,34,0,671
SAL22704,909,768,388,567,825,748,410,180,34,4820
SAL22705,10,11,0,6,11,11,3,0,0,50
SAL22706,16,10,3,20,17,39,28,7,3,144
SAL22707,146,88,69,88,109,103,75,39,3,721
SAL22708,3,0,0,0,4,3,4,3,0,16
SAL22709,33,25,15,21,17,35,34,13,8,204
SAL22710,5317,3435,4032,3681,3844,4114,3659,2201,1021,31308
SAL22711,8,4,0,8,4,5,7,3,0,46
SAL22712,20,9,14,9,6,12,0,7,0,77
SAL22713,6,8,7,5,21,18,15,3,3,88
SAL22714,9,15,4,5,19,32,18,11,3,124
SAL22715,6,0,4,0,4,7,0,4,0,29
SAL22716,13,11,0,5,9,8,4,0,0,43
SAL22717,51,14,39,24,21,40,17,12,0,217
SAL22718,0,0,3,0,0,0,3,0,0,12
SAL22719,16,18,7,21,24,18,20,3,4,122
SAL22720,469,406,187,303,501,286,195,66,10,2422
SAL22721,1000,511,817,858,700,585,440,296,144,5352
SAL22722,691,393,471,540,490,428,439,284,62,3799
SAL22723,16,3,7,8,10,10,5,0,0,58
SAL22724,55,21,22,39,39,36,33,4,0,250
SAL22725,0,0,0,0,0,0,0,0,0,0
SAL22726,10,14,6,5,20,26,16,0,0,104
SAL22727,324,280,221,195,270,296,166,108,57,1911
SAL22728,0,0,0,3,0,5,0,0,0,11
SAL22729,56,33,30,22,41,68,39,14,0,308
SAL22730,806,1459,601,522,662,422,304,154,27,4956
SAL22731,4,8,4,0,0,4,0,0,0,20
SAL22732,10,3,4,5,4,14,7,3,0,52
SAL22733,118,59,69,53,125,203,188,103,29,951
SAL22734,0,4,0,0,5,7,3,0,0,20
SAL22735,4,0,5,0,4,4,3,3,3,31
SAL22736,6,0,0,4,4,0,0,0,0,15
SAL22737,8,7,7,15,7,6,7,6,0,62
SAL22738,19,18,3,12,17,17,18,13,0,121
SAL22739,0,3,3,0,6,3,11,11,0,41
SAL22740,1468,529,978,764,331,158,91,23,6,4348
SAL22741,19,12,13,26,10,28,19,15,0,144
SAL22742,23,15,5,15,33,52,44,15,4,210
SAL22743,52,35,26,33,50,52,70,26,11,361
SAL22744,27,9,23,17,7,12,13,12,0,128
SAL22745,1667,1296,1464,1006,1163,1220,1220,879,464,10376
SAL22746,15,14,8,11,25,18,4,0,0,95
SAL22747,0,0,0,0,0,0,0,0,0,0
SAL22748,20,5,9,5,12,3,9,4,0,66
SAL22749,3,11,0,0,4,9,7,10,0,43
SAL22750,10253,5947,8688,7499,5780,5321,3711,1940,888,50027
SAL22751,310,272,277,326,354,358,301,145,47,2392
SAL22752,17,8,6,12,14,17,19,4,0,97
SAL22753,164,170,99,106,167,157,120,56,18,1052
SAL22754,54,45,56,47,41,62,42,22,8,378
SAL22755,14,10,8,8,25,16,25,5,0,113
SAL22756,2016,1051,2636,2224,1534,1105,643,357,169,11729
SAL22757,589,1325,3248,1377,697,435,245,91,15,8025
SAL22758,2843,1871,1831,1758,1895,1878,1638,781,298,14794
SAL22759,31,15,14,18,18,24,36,12,3,163
SAL22760,11,0,0,6,0,3,5,0,0,27
SAL22761,1105,700,1015,904,750,800,711,390,137,6502
SAL22762,12,0,10,8,10,9,11,0,5,62
SAL22763,19,3,10,18,23,15,21,15,7,130
SAL22764,101,53,28,59,83,83,47,21,5,483
SAL22765,38,18,11,32,44,52,49,10,3,252
SAL22766,3017,2369,1759,2325,2729,2387,2685,2204,1178,20652
SAL22767,4,3,0,0,3,4,4,5,0,18
SAL22768,3,4,3,0,3,10,0,0,0,25
SAL22769,675,469,578,413,399,439,374,221,61,3620
SAL22770,42,47,17,33,50,82,47,17,9,347
SAL22771,8,0,4,3,8,0,9,6,0,30
SAL22772,32,21,14,20,21,43,39,21,5,220
SAL22773,0,3,8,5,3,3,4,6,0,37
SAL22774,635,473,563,438,505,510,484,257,114,3990
SAL22775,1155,814,676,704,862,658,662,377,217,6117
SAL22776,0,4,0,0,0,3,9,3,0,25
SAL22777,63,31,52,37,45,73,41,24,19,383
SAL22778,13,3,14,8,18,13,14,9,5,92
SAL22779,13,3,11,6,6,13,9,0,3,64
SAL22780,5,0,4,3,10,16,7,5,0,45
SAL22781,15,12,5,11,23,23,23,9,5,123
SAL22782,30,21,20,17,27,43,27,8,4,192
SAL22783,24,9,7,6,10,15,7,5,0,78
SAL22784,50,29,21,25,36,42,27,7,6,244
SAL22785,6,0,3,3,6,8,0,0,0,28
SAL22786,8,8,0,6,0,6,7,0,0,35
SAL22787,11,10,8,9,3,4,6,0,0,53
SAL22788,58,39,33,42,62,81,71,45,15,439
SAL22789,8,0,3,5,3,3,4,0,0,33
SAL22790,3,3,0,0,3,0,3,0,0,17
SAL22791,2297,1124,1965,2199,969,532,300,52,12,9448
SAL22792,2587,1699,1080,1712,2407,2307,1622,726,269,14407
SAL22793,220,200,216,214,253,210,180,96,27,1622
SAL22794,143,67,60,75,95,95,79,37,4,654
SAL22795,18,30,10,22,52,56,35,12,11,241
SAL22796,0,0,0,0,0,7,4,0,0,10
SAL22797,14,12,9,10,19,9,9,0,0,77
SAL22798,31,14,15,26,11,25,21,8,3,146
SAL22799,20,14,13,5,11,11,16,4,4,88
SAL22800,0,0,3,0,0,0,0,0,0,16
SAL22801,75,42,45,49,54,85,47,25,0,421
SAL22802,434,230,347,313,267,334,306,158,65,2456
SAL22803,24,21,12,14,33,30,21,10,0,171
SAL22804,18,10,14,3,11,16,12,8,0,96
SAL22805,461,785,2469,1193,757,599,435,347,219,7273
SAL22806,0,0,0,0,0,0,0,0,0,4
SAL22807,3,4,6,0,4,3,4,0,0,26
SAL22808,8,0,0,3,3,4,0,0,0,18
SAL22809,0,0,0,0,0,0,0,0,0,0
SAL22810,0,0,6,0,0,0,9,0,0,8
SAL22811,3,0,0,0,0,6,7,0,0,14
SAL22812,25,16,20,12,15,4,20,4,3,127
SAL22813,107,32,61,63,57,65,44,16,4,436
SAL22814,902,433,806,485,336,243,159,74,13,3440
SAL22815,4,7,8,8,10,31,23,3,0,103
SAL22816,0,7,0,0,0,3,0,0,0,8
SAL22817,0,0,3,0,0,4,0,0,0,3
SAL22818,34,15,21,23,31,21,19,5,6,177
SAL22819,3878,2371,2790,2540,2422,2418,2230,1244,367,20259
SAL22820,7106,2427,5190,5239,2036,1253,854,253,48,24407
SAL22821,0,0,3,3,3,10,6,0,0,26
SAL22822,8,0,7,0,6,13,11,0,0,49
SAL22823,22,12,18,25,25,49,34,14,0,196
SAL22824,0,3,0,8,7,10,11,0,4,44
SAL22825,628,608,278,363,634,671,438,176,43,3843
SAL22826,0,0,0,0,5,12,24,5,0,47
SAL22827,0,0,0,0,0,0,0,0,0,0
SAL22828,0,0,0,0,0,0,0,0,0,0
SAL22829,663,424,471,479,564,778,936,606,292,5215
SAL22830,20,14,4,11,18,14,26,3,0,114
SAL22831,3,0,3,4,8,8,11,0,0,39
SAL22832,13,16,3,7,16,18,14,3,5,91
SAL22833,1304,659,462,857,1088,888,869,459,151,6732
SAL22834,61,30,11,39,55,48,41,20,0,315
SAL22835,4,12,9,6,8,13,8,6,0,62
SAL22836,117,38,26,86,58,49,39,19,0,436
SAL22837,6,5,14,8,11,7,0,4,0,52
SAL22838,6,6,0,4,5,8,8,0,0,34
SAL22839,36,6,11,19,19,14,8,20,7,126
SAL22840,0,0,0,0,9,8,11,0,0,33
SAL22841,36,32,18,34,48,73,83,31,7,374
SAL22842,15,9,10,9,22,34,23,3,0,114
SAL22843,20,15,10,9,20,22,33,10,3,150
SAL22844,9,3,6,6,9,0,4,0,0,36
SAL22845,14,9,9,9,4,5,5,0,0,45
SAL22846,94,66,55,70,73,99,80,20,8,556
SAL22847,9,3,0,12,8,11,7,0,0,55
SAL22848,35,18,16,23,33,32,61,20,3,245
SAL22849,0,0,0,0,0,0,0,0,0,0
SAL22850,0,0,0,0,4,7,0,0,0,13
SAL22851,48,52,36,37,46,75,53,12,4,364
SAL22852,11,9,5,16,23,40,52,25,17,191
SAL22853,51,37,25,34,51,66,50,21,6,342
SAL22854,11,0,5,9,3,13,3,0,0,43
SAL22855,5,3,0,5,4,8,17,4,3,48
SAL22856,15,4,7,13,16,7,21,5,0,91
SAL22857,616,333,460,376,367,371,289,123,37,2964
SAL22858,52,29,41,40,34,33,26,11,0,262
SAL22859,15,9,19,12,8,16,13,8,0,94
SAL22860,70,46,44,44,39,59,55,27,11,404
SAL22861,39,12,18,23,19,25,12,14,0,160
SAL22862,3,0,5,0,6,6,10,0,5,26
SAL22863,0,0,0,0,0,3,4,0,0,12
SAL22864,8,4,8,0,3,5,3,0,0,32
SAL22865,0,0,0,0,0,0,0,0,0,0
SAL22866,0,0,0,0,0,0,0,0,0,0
SAL22867,0,0,0,0,0,0,0,0,0,0
SAL22868,0,0,0,0,0,0,0,0,0,0
SAL22869,20,13,9,6,20,10,9,4,0,86
SAL22870,0,0,0,0,0,4,3,0,0,18
SAL22871,0,0,0,3,0,0,0,0,0,12
SAL22872,0,0,0,0,0,0,0,0,0,0
SAL22873,40,37,37,28,48,57,44,27,5,326
SAL22874,8,30,7,16,25,21,22,8,4,147
SAL22875,256,163,87,139,191,174,114,49,0,1177
SAL22876,355,183,215,190,233,301,267,147,53,1940
SAL22877,85,39,53,37,86,106,97,73,33,610
SAL22878,0,0,0,0,4,3,0,0,0,6
SAL22879,10,3,0,4,0,9,3,6,0,29
SAL22880,5,0,6,0,0,0,3,0,0,18
SAL22881,6,7,9,5,8,10,15,5,0,67
SAL22882,0,4,8,0,9,8,10,0,0,40
SAL22883,5234,2602,3847,3651,2098,1605,1023,373,89,20518
SAL22884,55,24,32,36,31,35,41,20,0,278
SAL22885,27,6,19,12,6,19,12,4,3,106
SAL22886,14,12,5,6,10,18,8,4,0,75
SAL22887,19,14,9,9,23,11,18,11,0,104
SAL22888,7,0,0,4,4,4,5,0,0,32
SAL22889,362,158,111,228,268,359,267,167,81,2008
SAL22890,42,37,16,27,45,30,25,3,0,222
SAL22891,0,0,0,0,0,0,3,0,0,13
SAL22892,840,623,568,602,577,386,327,190,42,4161
SAL22893,26,16,9,17,20,21,18,13,4,143
SAL22894,271,165,201,159,202,249,174,64,26,1511
SAL22895,0,0,0,0,0,0,0,0,0,0
SAL22896,44,46,14,17,60,40,49,19,0,284
SAL22897,30,12,14,14,16,16,11,0,0,109
SAL22898,34,25,29,16,39,37,31,26,7,246
SAL22899,18,8,10,7,5,17,11,4,0,69
SAL22900,44,31,21,21,46,56,51,14,0,283
SAL22901,12,11,0,4,17,0,0,0,0,45
SAL22902,15,19,9,12,27,43,35,9,4,181
SAL22903,4,0,0,8,4,17,8,0,0,44
SAL22904,18,23,10,9,20,20,11,0,0,113
SAL22905,0,0,0,0,0,0,0,0,0,0
SAL22906,45,41,26,35,50,26,37,10,4,272
SAL22907,59,18,22,32,43,43,26,16,3,272
SAL22908,24,12,15,16,29,40,35,12,3,194
SAL22909,7,10,5,3,19,13,11,4,0,63
SAL22910,577,318,350,344,413,382,391,185,51,3012
SAL22911,550,300,314,331,370,337,359,216,99,2875
SAL22912,3,4,3,0,3,4,3,0,0,17
SAL22913,346,190,244,202,184,291,272,128,40,1893
SAL22914,20,18,16,5,34,40,49,12,0,204
SAL22915,297,216,183,191,233,322,352,233,117,2136
SAL22916,234,268,114,141,281,271,174,99,21,1602
SAL22917,2994,1416,2654,2901,2386,1611,870,511,300,15636
SAL22918,14,8,11,6,17,12,13,0,0,78
SAL22919,1350,739,758,787,934,1159,1536,1010,390,8661
SAL22920,8,0,3,3,5,3,0,0,0,15
SAL22921,111,46,69,48,80,92,72,32,4,551
SAL22922,13,0,5,4,6,0,3,5,0,35
SAL22923,0,0,0,0,0,0,3,0,0,5
SAL22924,240,139,121,157,204,323,317,221,68,1789
SAL22925,93,70,60,63,89,106,74,22,9,582
SAL22926,72,27,25,29,49,44,55,15,0,325
SAL22927,71,42,22,50,37,38,26,15,4,320
SAL22928,34,10,3,19,21,22,23,0,0,124
SAL22929,17,12,8,14,30,12,12,4,0,107
SAL22930,22,29,8,12,24,14,17,5,5,138
SAL22931,7,0,0,0,11,3,9,3,4,34
SAL22932,4,5,4,3,0,3,0,0,0,11
SAL22933,21,13,5,11,11,12,14,8,0,93
SAL22934,188,101,158,111,103,158,128,63,17,1021
SAL22935,110,79,52,82,111,125,83,27,5,675
SAL22936,0,0,0,0,0,0,0,0,0,0
SAL22937,10,4,0,4,7,7,10,5,0,56
SAL22938,8,6,6,4,8,11,0,0,0,34
SAL22939,18,10,12,10,19,25,18,5,0,128
SAL22940,8,0,6,12,4,11,7,4,0,52
SAL22941,7,18,12,0,23,26,21,20,6,123
SAL22942,0,3,6,3,4,19,8,0,0,49
SAL22943,29,21,15,22,21,22,17,9,0,147
SAL22944,0,0,0,0,0,0,0,0,0,0
SAL29494,1143,1131,1819,1736,1393,1074,613,152,29,9089
SAL29797,0,0,6,16,3,14,4,0,0,38
